customer_id,customer_zip_code_prefix,customer_city,customer_state
39834,44380,cruz das almas,BA
96325,27700,vassouras,RJ
91153,44033,feira de santana,BA
3518,4537,sao paulo,SP
89142,71540,brasilia,DF
96616,13569,sao carlos,SP
13953,5565,sao paulo,SP
21239,3636,sao paulo,SP
36974,24120,niteroi,RJ
67496,65058,sao luis,MA
67934,2983,sao paulo,SP
62838,4105,sao paulo,SP
26430,89260,jaragua do sul,SC
7117,62016,sobral,CE
32165,35500,divinopolis,MG
29763,8743,mogi das cruzes,SP
60368,71928,brasilia,DF
12204,4938,sao paulo,SP
22459,2209,sao paulo,SP
33304,25850,paraiba do sul,RJ
71730,53437,paulista,PE
91633,4710,sao paulo,SP
43586,6382,carapicuiba,SP
52944,2632,sao paulo,SP
91482,95765,bom principio,RS
85475,2631,sao paulo,SP
98819,36780,astolfo dutra,MG
66147,80050,curitiba,PR
68376,30664,belo horizonte,MG
68774,86990,marialva,PR
74611,8490,sao paulo,SP
39760,15015,sao jose do rio preto,SP
88379,28909,cabo frio,RJ
13987,32140,contagem,MG
54687,38410,uberlandia,MG
46741,86640,cafeara,PR
23641,91340,porto alegre,RS
66547,14600,sao joaquim da barra,SP
78018,85854,foz do iguacu,PR
48994,30421,belo horizonte,MG
85794,9862,sao bernardo do campo,SP
32411,24431,sao goncalo,RJ
96313,8686,suzano,SP
97389,7243,guarulhos,SP
67243,89120,timbo,SC
79357,88348,camboriu,SC
2034,95340,nova bassano,RS
88061,96215,rio grande,RS
53992,71665,brasilia,DF
77382,12929,braganca paulista,SP
93670,78600,barra do garcas,MT
6110,4960,sao paulo,SP
82427,6835,embu,SP
95075,9784,sao bernardo do campo,SP
83728,73020,brasilia,DF
18438,88840,urussanga,SC
64795,37589,silvianopolis,MG
18476,5874,sao paulo,SP
55059,39505,gameleiras,MG
95180,66050,belem,PA
85676,37701,pocos de caldas,MG
8225,32070,contagem,MG
3429,11065,santos,SP
78982,12970,piracaia,SP
49335,22251,rio de janeiro,RJ
84512,11035,santos,SP
91631,78557,sinop,MT
67961,11440,guaruja,SP
55003,6401,barueri,SP
20346,5590,sao paulo,SP
39618,95770,feliz,RS
94210,4679,sao paulo,SP
89254,30330,belo horizonte,MG
80988,12270,jambeiro,SP
13944,15050,sao jose do rio preto,SP
5859,35160,ipatinga,MG
40717,17602,tupa,SP
29985,4427,sao paulo,SP
31629,70750,brasilia,DF
73780,89031,blumenau,SC
58652,15275,moncoes,SP
13205,22290,rio de janeiro,RJ
70285,3563,sao paulo,SP
49932,88330,balneario camboriu,SC
76722,20030,rio de janeiro,RJ
3659,4723,sao paulo,SP
53098,65430,vargem grande,MA
61096,79130,rio brilhante,MS
61379,36855,eugenopolis,MG
62882,66055,belem,PA
4893,15054,sao jose do rio preto,SP
15332,13142,paulinia,SP
614,3951,sao paulo,SP
39663,13214,jundiai,SP
51669,3127,sao paulo,SP
5818,9030,santo andre,SP
68675,12240,sao jose dos campos,SP
27465,22251,rio de janeiro,RJ
29010,13045,campinas,SP
19861,30830,belo horizonte,MG
1041,86806,apucarana,PR
16612,52070,recife,PE
89068,6290,osasco,SP
69471,13270,valinhos,SP
51851,9040,santo andre,SP
28585,69049,manaus,AM
50668,95595,cidreira,RS
92969,20561,rio de janeiro,RJ
72527,97700,santiago,RS
51636,8340,sao paulo,SP
36418,97340,sao sepe,RS
68321,78580,alta floresta,MT
49964,7191,guarulhos,SP
19140,54430,jaboatao dos guararapes,PE
6174,5451,sao paulo,SP
39356,29395,ibatiba,ES
45709,13188,hortolandia,SP
51404,2376,sao paulo,SP
29020,6719,cotia,SP
57717,27915,macae,RJ
57177,89868,saudades,SC
72319,22220,rio de janeiro,RJ
25252,68908,macapa,AP
18979,18160,salto de pirapora,SP
80361,6764,taboao da serra,SP
88931,75570,bom jesus,GO
17285,95124,caxias do sul,RS
17896,38415,uberlandia,MG
41473,18900,santa cruz do rio pardo,SP
93459,9950,diadema,SP
70968,45320,santa ines,BA
33246,23075,rio de janeiro,RJ
29084,48700,serrinha,BA
248,18112,votorantim,SP
14928,13185,hortolandia,SP
87407,27580,itatiaia,RJ
1982,25245,duque de caxias,RJ
83652,28375,varre-sai,RJ
82477,21615,rio de janeiro,RJ
41489,95095,caxias do sul,RS
8734,20250,rio de janeiro,RJ
40072,29101,vila velha,ES
79788,13053,campinas,SP
92764,23860,mangaratiba,RJ
510,12942,atibaia,SP
19756,5450,sao paulo,SP
1241,41706,salvador,BA
5422,57046,maceio,AL
85377,91350,porto alegre,RS
57934,22620,rio de janeiro,RJ
87319,16204,birigui,SP
72303,14401,franca,SP
66925,25675,petropolis,RJ
43680,24220,niteroi,RJ
45670,90240,porto alegre,RS
43142,13520,sao pedro,SP
21437,84200,jaguariaiva,PR
47137,21515,rio de janeiro,RJ
88612,7847,franco da rocha,SP
86248,3609,sao paulo,SP
53245,72220,brasilia,DF
10628,12280,cacapava,SP
20999,13212,jundiai,SP
76575,41480,salvador,BA
95158,12420,pindamonhangaba,SP
79062,84500,irati,PR
78226,18380,ribeira,SP
54390,35160,ipatinga,MG
29696,4455,sao paulo,SP
16801,36200,barbacena,MG
3826,55700,limoeiro,PE
25988,76974,espigao do oeste,RO
89107,26155,belford roxo,RJ
98311,12215,sao jose dos campos,SP
56591,70770,brasilia,DF
6199,35171,coronel fabriciano,MG
27240,9960,diadema,SP
35387,72331,brasilia,DF
44043,72225,brasilia,DF
41510,11740,itanhaem,SP
46326,74825,goiania,GO
7860,14709,bebedouro,SP
49231,13465,americana,SP
64256,41308,salvador,BA
23468,36500,uba,MG
83239,86700,arapongas,PR
4441,13287,vinhedo,SP
69802,88304,itajai,SC
92798,79823,dourados,MS
73152,17033,bauru,SP
16214,14850,pradopolis,SP
62757,5171,sao paulo,SP
27838,78325,aripuana,MT
81196,12900,braganca paulista,SP
30967,4374,sao paulo,SP
47033,45840,guaratinga,BA
85825,4190,sao paulo,SP
21622,79904,ponta pora,MS
35583,16011,aracatuba,SP
45452,27265,volta redonda,RJ
15724,87025,maringa,PR
68786,7197,guarulhos,SP
83765,1527,sao paulo,SP
82769,4845,sao paulo,SP
52405,14802,araraquara,SP
88008,35367,matipo,MG
21677,24230,niteroi,RJ
32681,36205,barbacena,MG
49684,91130,porto alegre,RS
92986,95500,santo antonio da patrulha,RS
85953,1230,sao paulo,SP
9382,91760,porto alegre,RS
17091,27351,barra mansa,RJ
22928,60181,fortaleza,CE
87632,39100,diamantina,MG
75252,30330,belo horizonte,MG
35357,71505,brasilia,DF
4773,87050,maringa,PR
35144,41720,salvador,BA
15401,4003,sao paulo,SP
37441,27913,macae,RJ
9762,5792,sao paulo,SP
23967,18120,mairinque,SP
74242,31615,belo horizonte,MG
97325,85790,capitao leonidas marques,PR
49876,20735,rio de janeiro,RJ
53561,37950,sao sebastiao do paraiso,MG
77918,22240,rio de janeiro,RJ
25412,25645,petropolis,RJ
90755,2802,sao paulo,SP
16984,4744,sao paulo,SP
90155,3704,sao paulo,SP
15352,13416,piracicaba,SP
63945,26115,belford roxo,RJ
54155,73035,brasilia,DF
42277,74580,goiania,GO
89063,97590,rosario do sul,RS
16873,23820,itaguai,RJ
13386,3579,sao paulo,SP
1423,11420,guaruja,SP
67583,35774,paraopeba,MG
36731,9271,santo andre,SP
97529,13041,campinas,SP
92657,1321,sao paulo,SP
78087,20240,rio de janeiro,RJ
5413,31555,belo horizonte,MG
93847,85012,guarapuava,PR
36014,39885,crisolita,MG
89101,27175,pirai,RJ
93324,57062,maceio,AL
73025,29903,linhares,ES
29002,17120,agudos,SP
81760,2435,sao paulo,SP
41151,4116,sao paulo,SP
1567,21010,rio de janeiro,RJ
49054,25545,sao joao de meriti,RJ
87929,3105,sao paulo,SP
46119,21616,rio de janeiro,RJ
68683,88370,navegantes,SC
11982,13641,pirassununga,SP
9147,9686,sao bernardo do campo,SP
75754,89694,faxinal dos guedes,SC
37971,7251,guarulhos,SP
46331,71908,brasilia,DF
92099,72300,brasilia,DF
79404,88805,criciuma,SC
96010,29830,nova venecia,ES
57739,99010,passo fundo,RS
3151,2230,sao paulo,SP
43497,38400,uberlandia,MG
87508,6386,carapicuiba,SP
11352,20780,rio de janeiro,RJ
96277,38950,ibia,MG
25065,74986,aparecida de goiania,GO
24582,1310,sao paulo,SP
3688,11045,santos,SP
81172,36900,manhuacu,MG
23231,13178,sumare,SP
68643,68371,altamira,PA
71806,74423,goiania,GO
83738,22231,rio de janeiro,RJ
59312,88110,sao jose,SC
10245,3718,sao paulo,SP
68722,28495,aperibe,RJ
5016,11320,sao vicente,SP
10193,16010,aracatuba,SP
40450,78015,cuiaba,MT
84794,92320,canoas,RS
23201,32140,contagem,MG
53519,31330,belo horizonte,MG
81038,5093,sao paulo,SP
634,30441,belo horizonte,MG
73706,11547,cubatao,SP
32318,87030,maringa,PR
81686,3923,sao paulo,SP
60805,13232,campo limpo paulista,SP
9292,86181,cambe,PR
7686,8576,itaquaquecetuba,SP
16938,9551,sao caetano do sul,SP
86852,12243,sao jose dos campos,SP
58072,5894,sao paulo,SP
98601,3574,sao paulo,SP
10359,39404,montes claros,MG
63479,40323,salvador,BA
20515,30240,belo horizonte,MG
97086,24240,niteroi,RJ
54521,22440,rio de janeiro,RJ
53800,7020,guarulhos,SP
4536,5596,sao paulo,SP
24976,35935,sao goncalo do rio abaixo,MG
41448,86600,rolandia,PR
57928,37410,tres coracoes,MG
8679,96570,cacapava do sul,RS
89413,2435,sao paulo,SP
2845,1424,sao paulo,SP
91612,1537,sao paulo,SP
6846,14050,ribeirao preto,SP
52370,24722,sao goncalo,RJ
21081,36680,sao joao nepomuceno,MG
99318,6722,cotia,SP
23734,24220,niteroi,RJ
34255,92035,canoas,RS
4448,22451,rio de janeiro,RJ
52073,74160,goiania,GO
38184,13610,leme,SP
61525,13600,araras,SP
24879,13201,jundiai,SP
65832,55525,cortes,PE
92002,35164,ipatinga,MG
11933,3183,sao paulo,SP
31699,14051,ribeirao preto,SP
6732,88351,brusque,SC
31846,60055,fortaleza,CE
80177,95780,montenegro,RS
36027,76630,itaberai,GO
43912,12413,pindamonhangaba,SP
11356,72620,brasilia,DF
90099,14270,santa rosa de viterbo,SP
57846,73780,agua fria de goias,GO
42780,11065,santos,SP
35339,99150,marau,RS
19089,35790,curvelo,MG
20866,24060,niteroi,RJ
41971,36080,juiz de fora,MG
92213,38408,uberlandia,MG
12859,13843,mogi-guacu,SP
29057,24350,niteroi,RJ
98987,8150,sao paulo,SP
48509,2559,sao paulo,SP
5564,3755,sao paulo,SP
13596,1227,sao paulo,SP
26144,30575,belo horizonte,MG
74209,6286,osasco,SP
3144,4001,sao paulo,SP
15346,12503,guaratingueta,SP
92029,9895,sao bernardo do campo,SP
23737,83209,paranagua,PR
78669,16403,lins,SP
4936,4401,sao paulo,SP
7835,93700,campo bom,RS
2639,14170,sertaozinho,SP
26992,2846,sao paulo,SP
16447,79640,tres lagoas,MS
18690,6765,taboao da serra,SP
17722,32044,contagem,MG
4322,24230,niteroi,RJ
14007,9250,santo andre,SP
90778,4160,sao paulo,SP
2870,17208,jau,SP
80989,81250,curitiba,PR
66069,95780,montenegro,RS
10331,88106,sao jose,SC
18539,78307,campos de julio,MT
62702,28999,saquarema,RJ
80830,9530,sao caetano do sul,SP
84465,13160,artur nogueira,SP
77147,48950,uaua,BA
98007,4342,sao paulo,SP
91715,6624,jandira,SP
79389,30431,belo horizonte,MG
71295,4182,sao paulo,SP
85829,4862,sao paulo,SP
94832,13275,valinhos,SP
37463,89705,concordia,SC
19288,28625,nova friburgo,RJ
68067,18051,sorocaba,SP
19647,20550,rio de janeiro,RJ
22275,35430,ponte nova,MG
71866,89245,araquari,SC
48665,12233,sao jose dos campos,SP
83684,36881,muriae,MG
56613,2302,sao paulo,SP
99048,6455,barueri,SP
63649,9061,santo andre,SP
34913,88372,navegantes,SC
25605,34004,nova lima,MG
19863,75400,inhumas,GO
34553,28250,italva,RJ
51691,2082,sao paulo,SP
7603,25802,tres rios,RJ
71655,26185,belford roxo,RJ
31300,97030,santa maria,RS
31237,45585,itagiba,BA
12996,88054,florianopolis,SC
64068,4717,sao paulo,SP
42630,38600,paracatu,MG
42293,22410,rio de janeiro,RJ
55705,82310,curitiba,PR
13701,22753,rio de janeiro,RJ
87444,89825,xaxim,SC
56429,20540,rio de janeiro,RJ
43081,9250,santo andre,SP
2623,85301,laranjeiras do sul,PR
74444,4704,sao paulo,SP
3012,8080,sao paulo,SP
15256,62740,itapiuna,CE
28282,8072,sao paulo,SP
5736,7143,guarulhos,SP
35837,13050,campinas,SP
60957,52120,recife,PE
288,14055,ribeirao preto,SP
75102,35500,divinopolis,MG
3011,4772,sao paulo,SP
57302,13403,piracicaba,SP
37120,73808,formosa,GO
16647,24220,niteroi,RJ
1173,88058,florianopolis,SC
24531,35430,ponte nova,MG
27643,24315,niteroi,RJ
86286,13400,piracicaba,SP
39428,79130,rio brilhante,MS
77566,2365,sao paulo,SP
15761,3562,sao paulo,SP
27481,4571,sao paulo,SP
54675,16202,birigui,SP
49928,93900,ivoti,RS
97066,41820,salvador,BA
91319,48903,juazeiro,BA
65905,84025,ponta grossa,PR
53140,29830,nova venecia,ES
96875,58407,campina grande,PB
67384,22280,rio de janeiro,RJ
65464,6140,osasco,SP
80357,6056,osasco,SP
90331,18110,votorantim,SP
35492,4561,sao paulo,SP
30947,9321,maua,SP
41183,56000,salgueiro,PE
91364,12246,sao jose dos campos,SP
58213,20011,rio de janeiro,RJ
7109,12604,lorena,SP
68063,3546,sao paulo,SP
65421,24750,sao goncalo,RJ
87841,11432,guaruja,SP
61722,26083,nova iguacu,RJ
25478,2114,sao paulo,SP
36411,60834,fortaleza,CE
61713,85910,toledo,PR
75511,24360,niteroi,RJ
19086,28943,sao pedro da aldeia,RJ
93754,81670,curitiba,PR
26288,9861,sao bernardo do campo,SP
21811,22631,rio de janeiro,RJ
70624,22783,rio de janeiro,RJ
25514,75265,vianopolis,GO
76668,57311,arapiraca,AL
50081,45810,porto seguro,BA
70775,27251,volta redonda,RJ
72658,1536,sao paulo,SP
2948,1455,sao paulo,SP
49146,81540,curitiba,PR
44761,24724,sao goncalo,RJ
2061,6114,osasco,SP
86486,1224,sao paulo,SP
5669,26265,nova iguacu,RJ
51251,6454,barueri,SP
67658,76875,ariquemes,RO
42556,89150,presidente getulio,SC
88584,72548,brasilia,DF
65716,31872,belo horizonte,MG
32503,22440,rio de janeiro,RJ
8132,88052,florianopolis,SC
23837,83880,rio negro,PR
24365,32260,contagem,MG
89517,95050,caxias do sul,RS
53804,91370,porto alegre,RS
98506,60135,fortaleza,CE
54934,20270,rio de janeiro,RJ
13855,97110,santa maria,RS
77313,21810,rio de janeiro,RJ
47756,4649,sao paulo,SP
8276,17209,jau,SP
83895,51021,recife,PE
13209,23059,rio de janeiro,RJ
29779,9415,ribeirao pires,SP
14565,55565,sao jose da coroa grande,PE
76503,22631,rio de janeiro,RJ
53141,29820,agua doce do norte,ES
62114,9850,sao bernardo do campo,SP
15611,75083,anapolis,GO
77814,16700,guararapes,SP
93943,25650,petropolis,RJ
3907,3122,sao paulo,SP
2969,8671,suzano,SP
74192,95170,farroupilha,RS
67431,9361,maua,SP
32814,23076,rio de janeiro,RJ
12193,12281,cacapava,SP
6580,39900,almenara,MG
71999,28893,rio das ostras,RJ
34449,94080,gravatai,RS
14207,51030,recife,PE
36486,46100,brumado,BA
94374,5577,sao paulo,SP
93293,30380,belo horizonte,MG
53389,8235,sao paulo,SP
91443,22755,rio de janeiro,RJ
7078,28051,campos dos goytacazes,RJ
44346,17512,marilia,SP
82835,35900,itabira,MG
75111,18070,sorocaba,SP
65142,23040,rio de janeiro,RJ
33239,4617,sao paulo,SP
92142,78540,claudia,MT
82824,88045,florianopolis,SC
53690,21240,rio de janeiro,RJ
79345,7072,guarulhos,SP
64653,9531,sao caetano do sul,SP
1566,30881,belo horizonte,MG
87178,22780,rio de janeiro,RJ
96132,2452,sao paulo,SP
65645,35660,para de minas,MG
1106,24240,niteroi,RJ
14089,14530,miguelopolis,SP
79414,14745,terra roxa,SP
60984,13140,paulinia,SP
32062,38442,araguari,MG
93962,32145,contagem,MG
72046,22775,rio de janeiro,RJ
82941,12288,cacapava,SP
98385,88505,lages,SC
51784,72210,brasilia,DF
23805,23090,rio de janeiro,RJ
21674,6824,embu das artes,SP
18655,28997,saquarema,RJ
22636,21550,rio de janeiro,RJ
18805,13482,limeira,SP
29183,92425,canoas,RS
75236,3805,sao paulo,SP
54208,15010,sao jose do rio preto,SP
1632,12081,taubate,SP
92295,60055,fortaleza,CE
29298,15775,santa fe do sul,SP
85207,7700,caieiras,SP
18425,3575,sao paulo,SP
36562,23810,itaguai,RJ
39264,36800,carangola,MG
83333,39648,chapada do norte,MG
3687,13063,campinas,SP
33233,87900,loanda,PR
36283,14409,franca,SP
20854,27470,passa tres,RJ
95179,18190,aracoiaba da serra,SP
79117,26022,nova iguacu,RJ
2460,91751,porto alegre,RS
23781,29305,cachoeiro de itapemirim,ES
12481,24812,itaborai,RJ
83717,36047,juiz de fora,MG
97105,13486,limeira,SP
3029,28495,aperibe,RJ
56836,29090,vitoria,ES
49431,20230,rio de janeiro,RJ
31163,3429,sao paulo,SP
22327,89280,sao bento do sul,SC
97563,26013,nova iguacu,RJ
39138,13339,indaiatuba,SP
20812,96211,rio grande,RS
21660,95097,caxias do sul,RS
26287,18550,boituva,SP
40369,25963,teresopolis,RJ
12192,12995,pinhalzinho,SP
20898,56312,petrolina,PE
6228,3178,sao paulo,SP
32587,59063,natal,RN
59159,9950,diadema,SP
43302,80230,curitiba,PR
48381,1526,sao paulo,SP
45152,9030,santo andre,SP
60356,8431,sao paulo,SP
76999,8686,suzano,SP
20281,18900,santa cruz do rio pardo,SP
97303,47800,barreiras,BA
4272,13845,mogi-guacu,SP
40675,4313,sao paulo,SP
49401,88085,florianopolis,SC
35156,39480,januaria,MG
2488,27170,ipiabas,RJ
22046,76105,firminopolis,GO
44371,89227,joinville,SC
87805,20530,rio de janeiro,RJ
76123,6414,barueri,SP
37505,13733,mococa,SP
86186,30882,belo horizonte,MG
66644,4297,sao paulo,SP
78512,23058,rio de janeiro,RJ
79696,85139,vitoria,PR
28083,29057,vitoria,ES
8072,27600,valenca,RJ
2506,89900,sao miguel do oeste,SC
22066,26210,nova iguacu,RJ
86508,14405,franca,SP
64597,40323,salvador,BA
8143,74825,goiania,GO
28373,3423,sao paulo,SP
21900,20561,rio de janeiro,RJ
90118,9614,sao bernardo do campo,SP
13488,13840,mogi-guacu,SP
1511,2410,sao paulo,SP
41822,13346,indaiatuba,SP
30820,5021,sao paulo,SP
31221,1008,sao paulo,SP
66989,12945,atibaia,SP
38932,39401,montes claros,MG
84275,71907,brasilia,DF
63427,84061,ponta grossa,PR
36954,13635,pirassununga,SP
53604,13412,piracicaba,SP
85842,15700,jales,SP
24498,25585,sao joao de meriti,RJ
8860,50960,recife,PE
27344,2374,sao paulo,SP
17052,11310,sao vicente,SP
48253,55570,rio formoso,PE
48236,31975,belo horizonte,MG
47194,20040,rio de janeiro,RJ
1913,2804,sao paulo,SP
89807,20775,rio de janeiro,RJ
2542,71720,brasilia,DF
7870,23906,angra dos reis,RJ
67965,29026,vitoria,ES
85374,71915,brasilia,DF
66384,5108,sao paulo,SP
65756,29240,alfredo chaves,ES
44300,29055,vitoria,ES
44734,22461,rio de janeiro,RJ
20159,3254,sao paulo,SP
58424,12246,sao jose dos campos,SP
56955,45700,itapetinga,BA
73010,8081,sao paulo,SP
87128,77440,gurupi,TO
48157,31170,belo horizonte,MG
90742,86188,cambe,PR
9559,54315,jaboatao dos guararapes,PE
84206,1044,sao paulo,SP
90464,48967,nucleo residencial pilar,BA
88523,11070,santos,SP
18610,41630,salvador,BA
97477,38550,coromandel,MG
6192,13515,charqueada,SP
70281,6283,osasco,SP
76734,37975,itau de minas,MG
82144,4809,sao paulo,SP
14809,98200,ibiruba,RS
6976,11250,bertioga,SP
20789,71250,brasilia,DF
84780,32115,contagem,MG
78524,45570,ipiau,BA
27030,13485,limeira,SP
72084,2443,sao paulo,SP
60584,17205,jau,SP
24523,35720,matozinhos,MG
49352,27213,volta redonda,RJ
32307,80620,curitiba,PR
58007,64053,teresina,PI
92041,5782,sao paulo,SP
63785,38408,uberlandia,MG
13886,31748,belo horizonte,MG
64519,48180,entre rios,BA
18344,37500,itajuba,MG
57557,13050,campinas,SP
58518,6600,jandira,SP
97644,2418,sao paulo,SP
13969,78320,juina,MT
56693,35502,divinopolis,MG
50300,91160,porto alegre,RS
28602,7600,mairipora,SP
31878,21660,rio de janeiro,RJ
41182,8381,sao paulo,SP
64071,64017,teresina,PI
33897,85960,marechal candido rondon,PR
8080,18111,votorantim,SP
80922,9840,sao bernardo do campo,SP
90234,8240,sao paulo,SP
41451,29046,vitoria,ES
45440,7862,franco da rocha,SP
89034,30290,belo horizonte,MG
33794,6708,cotia,SP
482,18707,avare,SP
83832,9627,sao bernardo do campo,SP
6465,20020,rio de janeiro,RJ
90929,74920,aparecida de goiania,GO
90080,15460,icem,SP
66244,75064,anapolis,GO
82468,11618,sao sebastiao,SP
50800,18135,sao roque,SP
96890,29160,serra,ES
62269,15130,mirassol,SP
41398,62106,taperuaba,CE
40801,39401,montes claros,MG
28069,18013,sorocaba,SP
45492,2616,sao paulo,SP
59089,6381,carapicuiba,SP
89520,37137,alfenas,MG
59208,9280,santo andre,SP
6872,36700,leopoldina,MG
65839,71571,brasilia,DF
35536,13871,sao joao da boa vista,SP
2572,8451,sao paulo,SP
2499,4171,sao paulo,SP
20493,36504,uba,MG
70620,59152,parnamirim,RN
20977,7197,guarulhos,SP
36786,45986,teixeira de freitas,BA
53783,12940,atibaia,SP
63626,91550,porto alegre,RS
96602,5352,sao paulo,SP
35644,58011,joao pessoa,PB
59049,36110,chacara,MG
37154,29290,rio novo do sul,ES
58980,20031,rio de janeiro,RJ
80510,30170,belo horizonte,MG
54367,30690,belo horizonte,MG
53761,64020,teresina,PI
9599,18160,salto de pirapora,SP
96783,3959,sao paulo,SP
4089,26125,belford roxo,RJ
68836,2804,sao paulo,SP
66821,99200,guapore,RS
57632,69918,rio branco,AC
12900,38413,uberlandia,MG
86279,8536,ferraz de vasconcelos,SP
40625,12215,sao jose dos campos,SP
9235,91781,porto alegre,RS
55322,65067,sao luis,MA
99164,6786,taboao da serra,SP
32003,81270,curitiba,PR
85157,87043,maringa,PR
94901,88430,petrolandia,SC
21972,7080,guarulhos,SP
54258,24358,niteroi,RJ
14729,22460,rio de janeiro,RJ
38291,74973,aparecida de goiania,GO
74746,74435,goiania,GO
35758,13208,jundiai,SP
31062,6270,osasco,SP
50817,87260,araruna,PR
5772,55644,gravata,PE
1660,20720,rio de janeiro,RJ
86660,29500,alegre,ES
46068,86055,londrina,PR
73367,5798,sao paulo,SP
40563,48970,senhor do bonfim,BA
97126,9750,sao bernardo do campo,SP
73222,6540,santana de parnaiba,SP
85407,20780,rio de janeiro,RJ
31193,22753,rio de janeiro,RJ
59091,17490,piratininga,SP
26014,31741,belo horizonte,MG
60802,90440,porto alegre,RS
16000,57071,maceio,AL
11064,25025,duque de caxias,RJ
63215,88056,florianopolis,SC
56125,4545,sao paulo,SP
43386,17207,jau,SP
7150,1131,sao paulo,SP
2378,38500,monte carmelo,MG
94109,5124,sao paulo,SP
51557,74936,aparecida de goiania,GO
93366,12946,atibaia,SP
72770,84450,ipiranga,PR
21299,31310,belo horizonte,MG
59719,12030,taubate,SP
81227,4295,sao paulo,SP
60503,89705,concordia,SC
84257,31015,belo horizonte,MG
36940,23515,rio de janeiro,RJ
71476,12334,jacarei,SP
94997,64605,picos,PI
78002,45690,una,BA
21075,41940,salvador,BA
91159,18890,taguai,SP
3345,14015,ribeirao preto,SP
86636,30350,belo horizonte,MG
34904,7031,guarulhos,SP
43242,5679,sao paulo,SP
91620,87250,peabiru,PR
48333,5092,sao paulo,SP
18844,4117,sao paulo,SP
78276,36800,carangola,MG
31712,17514,marilia,SP
93274,38195,conquista,MG
60081,28909,cabo frio,RJ
68045,36600,bicas,MG
61230,62115,forquilha,CE
41712,27910,macae,RJ
37239,70390,brasilia,DF
13018,92020,canoas,RS
96215,16430,guaicara,SP
40454,13060,campinas,SP
73117,38320,santa vitoria,MG
5282,3165,sao paulo,SP
92262,17800,adamantina,SP
88023,7807,franco da rocha,SP
5212,41230,salvador,BA
23253,5303,sao paulo,SP
65867,21740,rio de janeiro,RJ
1686,3317,sao paulo,SP
3782,18143,sao roque,SP
8722,7813,franco da rocha,SP
339,69020,manaus,AM
58799,13506,rio claro,SP
69441,29104,vila velha,ES
29510,28455,sao jose de uba,RJ
35886,14030,ribeirao preto,SP
92457,8830,mogi das cruzes,SP
88202,3547,sao paulo,SP
32274,13604,araras,SP
78361,74555,goiania,GO
91411,78890,sorriso,MT
18024,4183,sao paulo,SP
92590,21715,rio de janeiro,RJ
68481,89220,joinville,SC
52721,2762,sao paulo,SP
96115,29101,vila velha,ES
