datetime,nat_demand
2015-07-05,25575.9652
2015-07-06,29535.3826
2015-07-07,27764.4091
2015-07-08,27278.43
2015-07-09,28316.9313
2015-07-10,28010.7069
2015-07-11,25306.3584
2015-07-12,23032.712
2015-07-13,27908.8073
2015-07-14,28549.8089
2015-07-15,28303.5064
2015-07-16,28313.3933
2015-07-17,27839.6237
2015-07-18,25556.5671
2015-07-19,23351.2786
2015-07-20,26959.4665
2015-07-21,26675.6025
2015-07-22,27201.2507
2015-07-23,26808.5411
2015-07-24,28027.6422
2015-07-25,26716.6328
2015-07-26,24545.1086
2015-07-27,29073.0532
2015-07-28,29554.526700000002
2015-07-29,29001.950100000002
2015-07-30,28296.2939
2015-07-31,28439.8156
2015-08-01,26527.6844
2015-08-02,24801.1035
2015-08-03,29043.418
2015-08-04,29632.7987
2015-08-05,29549.4062
2015-08-06,29778.0321
2015-08-07,29401.1283
2015-08-08,26859.7759
2015-08-09,23428.0314
2015-08-10,27462.905
2015-08-11,28461.2757
2015-08-12,28617.2127
2015-08-13,28554.3202
2015-08-14,26822.5955
2015-08-15,25420.538
2015-08-16,22994.8207
2015-08-17,26741.9955
2015-08-18,28373.4506
2015-08-19,28816.850000000002
2015-08-20,28758.7679
2015-08-21,28252.941
2015-08-22,26257.9875
2015-08-23,23924.3864
2015-08-24,27791.6433
2015-08-25,26719.2806
2015-08-26,25799.2964
2015-08-27,27422.8495
2015-08-28,28088.1884
2015-08-29,26220.9233
2015-08-30,24141.5913
2015-08-31,27466.128
2015-09-01,27285.7118
2015-09-02,27494.5944
2015-09-03,27335.2326
2015-09-04,28372.3854
2015-09-05,26043.8603
2015-09-06,23286.9594
2015-09-07,27365.9144
2015-09-08,28324.344
2015-09-09,28061.6411
2015-09-10,26783.2693
2015-09-11,26614.2176
2015-09-12,25203.0513
2015-09-13,23850.3927
2015-09-14,27752.9263
2015-09-15,28612.4601
2015-09-16,28070.2507
2015-09-17,27835.9719
2015-09-18,27879.216
2015-09-19,25881.0421
2015-09-20,24656.5839
2015-09-21,28508.596400000002
2015-09-22,27586.0308
2015-09-23,26432.6034
2015-09-24,27827.9844
2015-09-25,28389.6741
2015-09-26,26935.6688
2015-09-27,24405.9835
2015-09-28,28892.3939
2015-09-29,29276.5961
2015-09-30,27998.3095
2015-10-01,27295.924
2015-10-02,28046.5762
2015-10-03,27113.9886
2015-10-04,24848.947500000002
2015-10-05,29303.8384
2015-10-06,28766.9369
2015-10-07,28196.4316
2015-10-08,28672.9411
2015-10-09,28292.5376
2015-10-10,25405.2884
2015-10-11,23196.2503
2015-10-12,27768.556
2015-10-13,28321.6548
2015-10-14,27334.2945
2015-10-15,28064.3477
2015-10-16,27570.5191
2015-10-17,26024.184
2015-10-18,24600.4014
2015-10-19,28932.3422
2015-10-20,29158.8311
2015-10-21,28073.0046
2015-10-22,28293.4731
2015-10-23,28985.2483
2015-10-24,26230.5618
2015-10-25,24091.657
2015-10-26,28382.8131
2015-10-27,28736.8936
2015-10-28,28644.834
2015-10-29,29077.9624
2015-10-30,28518.647
2015-10-31,25521.9477
2015-11-01,23111.7772
2015-11-02,23420.2046
2015-11-03,22743.7698
2015-11-04,23485.7274
2015-11-05,23445.1882
2015-11-06,26770.2683
2015-11-07,25086.9208
2015-11-08,23479.0012
2015-11-09,27124.6383
2015-11-10,23968.2586
2015-11-11,28183.982
2015-11-12,28573.6832
2015-11-13,28751.749499999998
2015-11-14,26018.3737
2015-11-15,23585.4871
2015-11-16,26087.5515
2015-11-17,26558.5642
2015-11-18,26461.4781
2015-11-19,26065.0741
2015-11-20,26967.007700000002
2015-11-21,25832.5675
2015-11-22,24499.6537
2015-11-23,28704.0276
2015-11-24,26855.879100000002
2015-11-25,27755.3723
2015-11-26,28780.1372
2015-11-27,29379.7253
2015-11-28,26030.1369
2015-11-29,25093.3974
2015-11-30,28841.3703
2015-12-01,29526.2743
2015-12-02,29789.0384
2015-12-03,30057.0162
2015-12-04,29707.4546
2015-12-05,27700.9356
2015-12-06,26206.0699
2015-12-07,29691.8302
2015-12-08,25633.5291
2015-12-09,29711.4925
2015-12-10,29973.9888
2015-12-11,30298.8726
2015-12-12,28281.8977
2015-12-13,25789.7897
2015-12-14,29499.6498
2015-12-15,29510.6829
2015-12-16,29518.6455
2015-12-17,29425.2862
2015-12-18,30208.004
2015-12-19,27705.1011
2015-12-20,26195.885000000002
2015-12-21,30033.035
2015-12-22,29806.1957
2015-12-23,29819.1684
2015-12-24,28429.3142
2015-12-25,25122.128
2015-12-26,26980.799899999998
2015-12-27,25973.9855
2015-12-28,29676.7479
2015-12-29,29913.066899999998
2015-12-30,30473.4534
2015-12-31,28659.6663
2016-01-01,24329.7798
2016-01-02,26111.7004
2016-01-03,25015.1773
2016-01-04,29650.736100000002
2016-01-05,29699.0126
2016-01-06,29422.9715
2016-01-07,29386.336
2016-01-08,28818.5499
2016-01-09,24993.4086
2016-01-10,24114.184400000002
2016-01-11,28281.3437
2016-01-12,28899.0239
2016-01-13,28909.2
2016-01-14,29294.3161
2016-01-15,28306.8592
2016-01-16,26725.2447
2016-01-17,24272.0418
2016-01-18,28321.3326
2016-01-19,28239.9531
2016-01-20,28747.2801
2016-01-21,28781.59
2016-01-22,28492.974
2016-01-23,26592.3575
2016-01-24,24211.720100000002
2016-01-25,28321.4885
2016-01-26,28455.6046
2016-01-27,28603.6434
2016-01-28,28485.8297
2016-01-29,28285.407
2016-01-30,26497.5932
2016-01-31,24202.2746
2016-02-01,27816.1119
2016-02-02,28079.0753
2016-02-03,28902.3735
2016-02-04,28649.8467
2016-02-05,27784.1542
2016-02-06,24694.8853
2016-02-07,21945.533
2016-02-08,22988.6004
2016-02-09,21866.6211
2016-02-10,26224.9964
2016-02-11,28248.3388
2016-02-12,28758.0497
2016-02-13,26478.4872
2016-02-14,24882.4467
2016-02-15,28802.461600000002
2016-02-16,29335.7547
2016-02-17,30013.865700000002
2016-02-18,30033.2548
2016-02-19,29469.040100000002
2016-02-20,26834.763
2016-02-21,24927.1805
2016-02-22,29559.7833
2016-02-23,29752.1212
2016-02-24,29431.7085
2016-02-25,29896.7953
2016-02-26,29538.8749
2016-02-27,26936.9565
2016-02-28,24223.2327
2016-02-29,28258.9682
2016-03-01,28402.6249
2016-03-02,29111.0827
2016-03-03,28920.230499999998
2016-03-04,28546.1836
2016-03-05,27060.645
2016-03-06,24272.449699999997
2016-03-07,28189.1718
2016-03-08,29203.6619
2016-03-09,29204.2134
2016-03-10,29313.781000000003
2016-03-11,29535.1634
2016-03-12,27030.8263
2016-03-13,24424.2869
2016-03-14,28522.2401
2016-03-15,28478.7742
2016-03-16,28778.5747
2016-03-17,28990.0528
2016-03-18,29384.2743
2016-03-19,27352.6227
2016-03-20,25027.4011
2016-03-21,29443.2954
2016-03-22,29676.4049
2016-03-23,29392.934
2016-03-24,27470.3463
2016-03-25,23326.9391
2016-03-26,25104.1732
2016-03-27,24730.3847
2016-03-28,29806.0522
2016-03-29,29978.8099
2016-03-30,29873.4202
2016-03-31,30090.8711
2016-04-01,30043.3871
2016-04-02,27566.7304
2016-04-03,25697.7688
2016-04-04,30517.719
2016-04-05,30485.3089
2016-04-06,30024.6473
2016-04-07,29984.5152
2016-04-08,30413.9467
2016-04-09,28035.6335
2016-04-10,26550.6168
2016-04-11,30583.5166
2016-04-12,30104.9482
2016-04-13,29673.2594
2016-04-14,29685.132999999998
2016-04-15,30266.3927
2016-04-16,27817.5886
2016-04-17,25929.4757
2016-04-18,30961.6417
2016-04-19,30665.9167
2016-04-20,30232.591
2016-04-21,30457.875
2016-04-22,31010.448
2016-04-23,28343.04
2016-04-24,25623.7876
2016-04-25,29684.2039
2016-04-26,30044.606
2016-04-27,28686.5637
2016-04-28,29279.4674
2016-04-29,30076.5371
2016-04-30,28316.4599
2016-05-01,24870.8325
2016-05-02,24975.072
2016-05-03,29314.6899
2016-05-04,29624.5513
2016-05-05,30701.2474
2016-05-06,30295.0165
2016-05-07,26653.8922
2016-05-08,23618.8751
2016-05-09,28617.0629
2016-05-10,28379.553
2016-05-11,28962.0518
2016-05-12,29908.5124
2016-05-13,30394.538
2016-05-14,27894.8739
2016-05-15,25985.106
2016-05-16,29658.0927
2016-05-17,31268.777000000002
2016-05-18,29547.6898
2016-05-19,29375.9994
2016-05-20,30078.6827
2016-05-21,27331.0425
2016-05-22,25902.481200000002
2016-05-23,29959.3972
2016-05-24,30635.0146
2016-05-25,29495.3334
2016-05-26,29025.2172
2016-05-27,28697.9685
2016-05-28,26967.0816
2016-05-29,24598.3301
2016-05-30,28773.2699
2016-05-31,29271.5533
2016-06-01,27951.1783
2016-06-02,28406.5288
2016-06-03,28152.8313
2016-06-04,27475.2065
2016-06-05,25370.0753
2016-06-06,28979.2175
2016-06-07,29110.4933
2016-06-08,29820.8169
2016-06-09,29743.521
2016-06-10,28727.398699999998
2016-06-11,26812.252099999998
2016-06-12,25422.0603
2016-06-13,29171.5166
2016-06-14,27559.1535
2016-06-15,28251.701399999998
2016-06-16,29503.256999999998
2016-06-17,29420.930500000002
2016-06-18,27672.4705
2016-06-19,24190.7167
2016-06-20,27526.5888
2016-06-21,27409.4086
2016-06-22,28151.9176
2016-06-23,29209.1569
2016-06-24,27853.3228
2016-06-25,26060.5315
2016-06-26,25110.917
2016-06-27,29421.1212
2016-06-28,30139.6345
2016-06-29,30421.1261
2016-06-30,29891.201399999998
2016-07-01,28027.8325
2016-07-02,25267.6266
2016-07-03,23673.745
2016-07-04,28315.0903
2016-07-05,28717.7823
2016-07-06,29109.9575
2016-07-07,28736.8719
2016-07-08,29415.4963
2016-07-09,27857.6311
2016-07-10,25807.9268
2016-07-11,29585.2681
2016-07-12,27959.189
2016-07-13,28465.4896
2016-07-14,28482.7891
2016-07-15,28598.2333
2016-07-16,26338.5193
2016-07-17,23932.7151
2016-07-18,27006.8194
2016-07-19,27740.9417
2016-07-20,28202.6508
2016-07-21,26924.426
2016-07-22,27114.664
2016-07-23,25006.211199999998
2016-07-24,22877.1658
2016-07-25,27481.9541
2016-07-26,29010.691
2016-07-27,28766.175
2016-07-28,28626.2759
2016-07-29,28454.8251
2016-07-30,25488.5534
2016-07-31,23802.1035
2016-08-01,28533.5248
2016-08-02,29195.5097
2016-08-03,28038.0941
2016-08-04,28950.8355
2016-08-05,29545.8154
2016-08-06,28255.373
2016-08-07,25539.1467
2016-08-08,29966.0347
2016-08-09,29965.758700000002
2016-08-10,28815.8438
2016-08-11,28555.495600000002
2016-08-12,28985.7694
2016-08-13,27191.051
2016-08-14,24580.34
2016-08-15,28399.3737
2016-08-16,29181.3055
2016-08-17,30202.967
2016-08-18,29981.1104
2016-08-19,28979.9127
2016-08-20,26402.1452
2016-08-21,24686.1279
2016-08-22,28829.567900000002
2016-08-23,28205.805800000002
2016-08-24,29340.2557
2016-08-25,28366.4311
2016-08-26,27601.982
2016-08-27,26503.8416
2016-08-28,25142.057
2016-08-29,29207.2673
2016-08-30,29279.2569
2016-08-31,28618.2043
2016-09-01,28902.3838
2016-09-02,29154.6431
2016-09-03,27114.4302
2016-09-04,24965.6693
2016-09-05,28528.4075
2016-09-06,29164.2657
2016-09-07,28589.3648
2016-09-08,29003.2471
2016-09-09,29122.3787
2016-09-10,27204.0084
2016-09-11,24372.944199999998
2016-09-12,27362.071500000002
2016-09-13,28158.9338
2016-09-14,29319.2813
2016-09-15,27459.3791
2016-09-16,28654.9773
2016-09-17,27598.245600000002
2016-09-18,25262.533199999998
2016-09-19,28222.2586
2016-09-20,28859.531
2016-09-21,26956.592
2016-09-22,27548.333899999998
2016-09-23,29437.977
2016-09-24,26637.361399999998
2016-09-25,24424.9143
2016-09-26,28012.2465
2016-09-27,28019.9248
2016-09-28,28324.2041
2016-09-29,29123.1064
2016-09-30,28470.6671
2016-10-01,26160.9473
2016-10-02,24672.217
2016-10-03,27819.6839
2016-10-04,28630.4329
2016-10-05,29695.2255
2016-10-06,29614.447799999998
2016-10-07,28571.1875
2016-10-08,25805.1887
2016-10-09,24865.6779
2016-10-10,29101.9659
2016-10-11,28894.367
2016-10-12,27502.0872
2016-10-13,28752.1777
2016-10-14,29914.5379
2016-10-15,28098.3963
2016-10-16,24274.4746
2016-10-17,27863.1476
2016-10-18,28477.8106
2016-10-19,28897.7647
2016-10-20,29749.4919
2016-10-21,29503.2901
2016-10-22,26392.4991
2016-10-23,24538.1604
2016-10-24,29307.4709
2016-10-25,28348.5542
2016-10-26,27075.675
2016-10-27,27786.3989
2016-10-28,28614.6792
2016-10-29,25959.6085
2016-10-30,24154.5554
2016-10-31,28066.961
2016-11-01,27118.3393
2016-11-02,26419.5404
2016-11-03,23612.5806
2016-11-04,24370.798
2016-11-05,23333.8582
2016-11-06,22646.1812
2016-11-07,26156.9526
2016-11-08,27620.8368
2016-11-09,28832.0673
2016-11-10,25972.823
2016-11-11,28161.2912
2016-11-12,25449.8008
2016-11-13,23621.8656
2016-11-14,27618.5129
2016-11-15,26731.8086
2016-11-16,27191.994599999998
2016-11-17,27389.3747
2016-11-18,27892.8829
2016-11-19,26091.690300000002
2016-11-20,23086.218399999998
2016-11-21,25314.8163
2016-11-22,23297.5202
2016-11-23,25128.0753
2016-11-24,27110.7166
2016-11-25,28094.8094
2016-11-26,25991.4382
2016-11-27,23739.898400000002
2016-11-28,24093.2931
2016-11-29,28003.060699999998
2016-11-30,27329.22
2016-12-01,27950.3079
2016-12-02,28275.5882
2016-12-03,27003.9565
2016-12-04,25429.2246
2016-12-05,28621.4552
2016-12-06,28525.9484
2016-12-07,28386.08905
2016-12-08,24718.4631
2016-12-09,28167.0674
2016-12-10,26253.9758
2016-12-11,25034.1723
2016-12-12,29472.4656
2016-12-13,29645.6494
2016-12-14,29423.3833
2016-12-15,29890.5322
2016-12-16,29622.9251
2016-12-17,27509.1747
2016-12-18,25515.4494
2016-12-19,29794.2
2016-12-20,29914.2999
2016-12-21,29519.0093
2016-12-22,28242.1257
2016-12-23,28064.8813
2016-12-24,26249.4742
2016-12-25,23069.6956
2016-12-26,24356.5512
2016-12-27,28166.0
2016-12-28,29140.0062
2016-12-29,29175.59
2016-12-30,28554.6619
2016-12-31,26753.3922
2017-01-01,22177.1153
2017-01-02,25136.689
2017-01-03,29493.5346
2017-01-04,28939.8671
2017-01-05,29101.221999999998
2017-01-06,28761.6678
2017-01-07,26695.9813
2017-01-08,24553.4391
2017-01-09,24116.4104
2017-01-10,28174.8413
2017-01-11,28083.062400000003
2017-01-12,28579.5406
2017-01-13,28820.8559
2017-01-14,26120.8507
2017-01-15,24082.4353
2017-01-16,28044.511
2017-01-17,28370.9705
2017-01-18,28668.8565
2017-01-19,28598.0248
2017-01-20,28524.0322
2017-01-21,26453.9921
2017-01-22,24569.1922
2017-01-23,28458.3417
2017-01-24,28031.2598
2017-01-25,27619.7468
2017-01-26,28497.2013
2017-01-27,28980.1509
2017-01-28,26529.667999999998
2017-01-29,24308.1539
2017-01-30,28430.1656
2017-01-31,28818.556
2017-02-01,28621.4848
2017-02-02,28959.1755
2017-02-03,28853.7021
2017-02-04,27327.2705
2017-02-05,24972.5894
2017-02-06,30050.7016
2017-02-07,30216.444600000003
2017-02-08,30149.8216
2017-02-09,30012.0422
2017-02-10,29673.0004
2017-02-11,26536.9689
2017-02-12,24615.1214
2017-02-13,29159.6932
2017-02-14,28696.7958
2017-02-15,28682.211
2017-02-16,28587.7084
2017-02-17,28357.507696
2017-02-18,26069.1648
2017-02-19,24044.1325
2017-02-20,28467.1044
2017-02-21,28933.8157
2017-02-22,28367.081489
2017-02-23,28461.21401
2017-02-24,28308.6702
2017-02-25,25119.224333000002
2017-02-26,22361.0772
2017-02-27,22499.0011
2017-02-28,21546.039133
2017-03-01,26790.7235
2017-03-02,28824.828195
2017-03-03,29492.8519
2017-03-04,27317.794614
2017-03-05,24960.9597
2017-03-06,29357.710900000002
2017-03-07,29899.7951
2017-03-08,30215.6598
2017-03-09,30602.536200000002
2017-03-10,30586.2682
2017-03-11,28669.0345
2017-03-12,25778.6106
2017-03-13,30353.4062
2017-03-14,30629.1362
2017-03-15,30248.3432
2017-03-16,30381.5153
2017-03-17,28520.6131
2017-03-18,26439.9615
2017-03-19,25166.454999999998
2017-03-20,29130.9395
2017-03-21,28059.4717
2017-03-22,29999.5407
2017-03-23,29832.6658
2017-03-24,29823.4226
2017-03-25,27207.949500000002
2017-03-26,25443.009299999998
2017-03-27,29642.1082
2017-03-28,29976.1348
2017-03-29,30086.2445
2017-03-30,30135.5302
2017-03-31,30044.981499999998
2017-04-01,27745.0112
2017-04-02,25861.8653
2017-04-03,30357.319199999998
2017-04-04,30671.3808
2017-04-05,31207.9083
2017-04-06,31920.3667
2017-04-07,31172.1649
2017-04-08,28885.257999999998
2017-04-09,26081.0597
2017-04-10,30060.4477
2017-04-11,29656.173300000002
2017-04-12,29540.9421
2017-04-13,27547.0022
2017-04-14,24383.3437
2017-04-15,26461.054799999998
2017-04-16,26976.1262
2017-04-17,29976.4314
2017-04-18,29548.3073
2017-04-19,29358.7112
2017-04-20,29491.4433
2017-04-21,30054.6051
2017-04-22,28726.3616
2017-04-23,27285.7367
2017-04-24,31280.4699
2017-04-25,31170.4356
2017-04-26,30790.6163
2017-04-27,31215.404300000002
2017-04-28,32128.7769
2017-04-29,29113.1046
2017-04-30,25314.6362
2017-05-01,25583.5646
2017-05-02,29844.7634
2017-05-03,29071.5356
2017-05-04,30101.6208
2017-05-05,30195.1276
2017-05-06,27332.0797
2017-05-07,24679.2685
2017-05-08,28855.4673
2017-05-09,29126.434
2017-05-10,29582.929
2017-05-11,29182.662
2017-05-12,29189.8681
2017-05-13,27745.7038
2017-05-14,26770.693
2017-05-15,31032.9477
2017-05-16,31199.5674
2017-05-17,30581.0422
2017-05-18,31387.619
2017-05-19,30956.6792
2017-05-20,27794.612999999998
2017-05-21,25797.6087
2017-05-22,30090.0869
2017-05-23,30741.2094
2017-05-24,32050.163099999998
2017-05-25,31315.9139
2017-05-26,29836.5517
2017-05-27,27182.5827
2017-05-28,25765.0394
2017-05-29,29768.3406
2017-05-30,29705.535
2017-05-31,29641.013
2017-06-01,28824.018368283
2017-06-02,30555.646088161
2017-06-03,29287.0075
2017-06-04,26795.5089
2017-06-05,30538.220030156
2017-06-06,31196.3044
2017-06-07,30021.5236
2017-06-08,28863.1814
2017-06-09,28871.2632
2017-06-10,27378.6492
2017-06-11,24979.262600000002
2017-06-12,28211.9397585
2017-06-13,29478.0651
2017-06-14,30255.4621
2017-06-15,31134.4182
2017-06-16,30220.939899999998
2017-06-17,27586.392381600002
2017-06-18,25814.9281
2017-06-19,29391.4035
2017-06-20,29527.999
2017-06-21,28375.0195
2017-06-22,28787.947799999998
2017-06-23,28920.4636
2017-06-24,27426.0994
2017-06-25,25781.5008
2017-06-26,29229.6207
2017-06-27,27719.8456
2017-06-28,29723.1224
2017-06-29,29549.0696
2017-06-30,30143.224
2017-07-01,27264.067799999997
2017-07-02,26076.4745
2017-07-03,28535.1836
2017-07-04,29346.1656
2017-07-05,30129.886000000002
2017-07-06,30025.6816
2017-07-07,28749.2683
2017-07-08,27391.920299999998
2017-07-09,24888.762600000002
2017-07-10,28367.713
2017-07-11,28385.2243
2017-07-12,28537.3093
2017-07-13,28574.512600000002
2017-07-14,28180.0688
2017-07-15,27019.375
2017-07-16,24978.4597
2017-07-17,29882.3885
2017-07-18,29865.124
2017-07-19,28506.0697
2017-07-20,29620.783
2017-07-21,29355.0083
2017-07-22,27349.3928
2017-07-23,24796.5603
2017-07-24,29682.7253
2017-07-25,30040.0464
2017-07-26,29406.1933
2017-07-27,30134.1186
2017-07-28,29890.22
2017-07-29,27334.148699999998
2017-07-30,24321.1131
2017-07-31,27394.4385
2017-08-01,28694.0395
2017-08-02,29519.1561
2017-08-03,30372.8124
2017-08-04,30131.5888
2017-08-05,27754.7047
2017-08-06,26256.5305
2017-08-07,31061.4921
2017-08-08,29768.6849
2017-08-09,29129.4713
2017-08-10,29324.2568
2017-08-11,28795.4551
2017-08-12,25883.1103
2017-08-13,24462.6424
2017-08-14,30077.0564
2017-08-15,29525.0727
2017-08-16,28450.3352
2017-08-17,29556.0155
2017-08-18,29864.7364
2017-08-19,26766.2455
2017-08-20,23681.937
2017-08-21,29298.5685
2017-08-22,30683.5557
2017-08-23,28860.9406
2017-08-24,29042.0925
2017-08-25,29543.6556
2017-08-26,27612.3076
2017-08-27,25279.8945
2017-08-28,28342.353
2017-08-29,29123.5256
2017-08-30,28892.3127
2017-08-31,29655.1894
2017-09-01,30477.824
2017-09-02,28527.3541
2017-09-03,25453.8417
2017-09-04,29523.9986
2017-09-05,29873.9038
2017-09-06,28929.784200000002
2017-09-07,28080.5367
2017-09-08,28906.1476
2017-09-09,26443.2227
2017-09-10,23499.2048
2017-09-11,28667.4957
2017-09-12,29896.7529
2017-09-13,29557.4903
2017-09-14,29891.8947
2017-09-15,29711.943
2017-09-16,27821.4155
2017-09-17,25692.3345
2017-09-18,29816.9457
2017-09-19,30524.9011
2017-09-20,29989.2748
2017-09-21,29157.6959
2017-09-22,29720.7272
2017-09-23,27593.2329
2017-09-24,25354.6498
2017-09-25,29665.024100000002
2017-09-26,29932.8209
2017-09-27,30808.986699999998
2017-09-28,31034.4231
2017-09-29,30192.9989
2017-09-30,27480.9048
2017-10-01,25886.1187
2017-10-02,29726.8497
2017-10-03,29394.7859
2017-10-04,28985.6976
2017-10-05,27547.2917
2017-10-06,28785.7023
2017-10-07,28282.2843
2017-10-08,26912.6237
2017-10-09,29909.6204
2017-10-10,29544.6195
2017-10-11,28190.6358
2017-10-12,30562.8506
2017-10-13,30697.4379
2017-10-14,28343.8644
2017-10-15,26965.0023
2017-10-16,31434.9132
2017-10-17,31802.7795
2017-10-18,30909.2841
2017-10-19,30769.7272
2017-10-20,31133.3943
2017-10-21,29601.0396
2017-10-22,26260.0888
2017-10-23,29105.663
2017-10-24,29313.2013
2017-10-25,28941.1457
2017-10-26,29937.5523
2017-10-27,30451.9025
2017-10-28,26905.1641
2017-10-29,24829.3805
2017-10-30,29099.7613
2017-10-31,29494.8296
2017-11-01,30002.132700000002
2017-11-02,29051.240299999998
2017-11-03,25138.5395
2017-11-04,24428.6976
2017-11-05,22921.183100000002
2017-11-06,24929.6011
2017-11-07,28317.1178
2017-11-08,28571.852
2017-11-09,27893.254
2017-11-10,24923.024699999998
2017-11-11,26549.5811
2017-11-12,25459.2517
2017-11-13,28925.9367
2017-11-14,28447.588499999998
2017-11-15,27928.101
2017-11-16,27331.6142
2017-11-17,27292.644200000002
2017-11-18,26233.09
2017-11-19,24144.0045
2017-11-20,28664.9112
2017-11-21,29377.7126
2017-11-22,29059.0115
2017-11-23,28707.544
2017-11-24,28610.7942
2017-11-25,27438.4173
2017-11-26,25245.8933
2017-11-27,28699.0372
2017-11-28,25691.1828
2017-11-29,29107.0097
2017-11-30,28556.1962
2017-12-01,27600.5893
2017-12-02,25670.9977
2017-12-03,24980.5688
2017-12-04,28622.7672
2017-12-05,29190.0422
