datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,school,No holiday,Martyrs Day,Carnival Saturday,Carnival Sunday,Carnival Monday,Carnival Tuesday,Ash Wednesday,Holy Thursday,Good Friday,Holy Saturday,Resurrection Sunday,Labor Day,Foundation of Old Panama,Separation of Panama from Colombia,Flag Day,Patriotic Commemoration in Colon city,First Cry of Independence,Independence of Panama from Spain,Mothers Day,Christmas Eve,Christmas,New Years Eve
2015-01-19,26837.1436,26.424353535970074,0.016788309166666668,0.059740384479166665,21.734617922483537,25.85078582763674,0.016520962333333333,0.07210477245833334,10.513167116770433,23.44062957763674,0.01562578025,0.15511957775,4.1146926677781765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20,26158.622,26.96036809285484,0.016993609208333333,0.0641063055,17.540795426445147,25.93302434285484,0.016357031666666667,0.06020990972916667,7.85274333069762,24.149170176188175,0.01562619922916667,0.11548868854166666,2.698546597102618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-21,26966.586,26.27185974121096,0.016994791125000002,0.10133870508333333,16.141891823834857,25.086638387044292,0.016246474625,0.07430330895833333,7.14129154567247,23.343474324544292,0.014918800791666667,0.11288706445833334,2.468979352212545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-22,26507.1767,26.518701171875023,0.017170101708333333,0.120034536125,16.84200490625989,25.91388346354169,0.016384592125,0.13460985841666667,5.878037136484864,23.93829752604169,0.015154352333333334,0.12629953962499998,2.4061736661675424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,26560.0088,26.817725118001324,0.016826323125,0.05354722354166667,16.576815998476636,26.19337615966799,0.016472827833333332,0.10717519129166668,7.248467724018435,24.31609751383466,0.015526146979166667,0.12126159670833332,2.6420020208793273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,24022.9356,26.433461761474632,0.0166655935,0.09233951533333333,17.870567889027267,26.242055511474632,0.0161035615,0.07137743629166667,7.497325008065978,24.0727846781413,0.015268460791666667,0.09680430041666667,2.4539721900874625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-25,22396.2457,26.67856623331708,0.01621597283333333,0.05353927654166666,20.765574595205308,25.75180842081708,0.015498809895833333,0.06328392041666667,9.978825902813158,23.661313629150413,0.014741433458333333,0.08975410433333332,4.244648084152041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26,26932.13,27.009590403238956,0.01606978220833333,0.017216920816666665,24.048835841901692,26.069160715738956,0.015430661541666666,0.03335126242083333,11.696313839384095,23.46043675740562,0.014665337708333332,0.08161799095833333,5.66230215324168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,26645.1597,27.003531392415386,0.0156296415625,0.03335062641666667,22.55170095041278,25.971304829915386,0.015087159958333332,0.03203562916666667,11.608035364780426,23.705679829915386,0.014832210916666666,0.09292475383333333,4.9173194519656045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,27337.0385,26.78275324503583,0.016053492208333332,0.038324197125,25.07695487516195,25.603391265869163,0.015603675770833334,0.05100123104166667,13.56945032618802,23.404172515869163,0.015344594333333334,0.138506571125,6.348035964059182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,27243.4249,26.95806528727216,0.016074255625000002,0.0171444764025,25.192588015930294,26.11333872477216,0.01503268425,0.026019652754166664,14.730381270400533,23.81190643310549,0.015479957229166667,0.089736302,6.360800056586853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,27341.1894,27.07777303059898,0.016420540458333334,0.028860251070833332,24.427137580239503,26.159153238932316,0.015078243979166668,0.021241028925,12.360629814990368,23.47621053059898,0.014810102562499998,0.06953525541666666,5.389920549982517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-31,25360.9109,27.058960215250675,0.0166519045,0.047287305125000005,23.86064848644116,26.557983652750675,0.015364603145833334,0.045244535,11.68110718101831,23.65922063191734,0.014523462416666667,0.08112271575,5.842751638063121,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,23533.5722,27.28277994791669,0.017261888291666666,0.045975526083333336,23.956644755317857,27.25152994791669,0.015856331208333335,0.05797433845833333,12.411577263485833,24.291243489583355,0.015103405270833333,0.08153088891666667,5.0948415486784375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-02,28369.967,27.7918042500814,0.017872070958333333,0.0287052790375,19.71692100350616,27.959121958414737,0.016439652083333332,0.038054307375,10.211535159665244,24.86765060424807,0.015943105583333336,0.08230400033333334,2.823194189829622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03,28214.2671,27.530605570475284,0.017394381541666667,0.029293219229166667,23.775511760470746,27.802089945475284,0.016311007458333332,0.041583855625,11.522222125843989,24.23731129964195,0.01590013285416667,0.10079574549999999,5.241545265998959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,28174.860699999997,27.575439707438175,0.017379034249999998,0.037842114625,21.934937828906286,28.10734074910484,0.016265142791666666,0.040324211416666665,11.753179478222927,24.956299082438175,0.0157709809375,0.09362665829166666,4.297334923682949,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,27742.2851,27.542891438802105,0.01777508070833333,0.03182498590833333,18.277698039913233,27.956953938802105,0.016983849083333332,0.09614245037500001,6.315632416290449,24.616784667968773,0.016451380875,0.145191828625,3.2800414745214765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,27343.6967,27.315073903401714,0.01728372075,0.07994016045833334,22.171030516369793,27.812144215901714,0.016396008916666666,0.09548314358333333,9.25450163047674,24.194631195068382,0.01607430266666667,0.15874989875,3.8348788849321926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-07,24534.3919,26.826888020833355,0.015683780916666668,0.0152091581625,19.50046007962881,27.043359375000023,0.015253196958333333,0.05818128575,9.210492981450793,24.245833333333355,0.014881581666666666,0.095551173,3.9708745087754203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-08,22910.7161,26.845569864908878,0.015793527875,0.02701552710416667,16.085209711575946,26.225127156575542,0.014773573020833333,0.06567645105,7.1292286617833405,23.95136413574221,0.0144978021875,0.08837445591666666,2.838059973122778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-09,27305.0341,26.627454376220726,0.015884946770833335,0.04863405229166667,7.488122976136364,26.153496042887394,0.015317987541666666,0.10046116495833333,4.25139779610077,23.806490834554058,0.015255521874999999,0.17759704604166668,2.3546333665496326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-10,26713.2584,27.06500651041669,0.015643625541666668,0.015729029866666668,7.691519523984653,27.599837239583355,0.015383431375,0.07141558320833334,2.7905542632348546,24.320540364583355,0.015377709229166666,0.11809412566666666,2.1185358873536244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-11,26610.7788,26.9605054219564,0.015908946895833335,0.060516039333333334,16.708210318901962,27.41037521362307,0.0146179896875,0.022835095708333333,7.12441121629077,24.5601147969564,0.01478933325,0.05909983329166666,2.0139042553618522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-12,26741.7043,27.496448771158878,0.016419050625,0.043604691729166666,20.9435526839328,27.724638875325542,0.015218215541666668,0.034409841000000004,10.061735309608471,24.648467000325542,0.015157657395833335,0.091445922625,3.2778713298676974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,26884.0585,27.105818684895855,0.016213548208333334,0.038014888833333337,28.10113783455596,27.436873372395855,0.015289914666666666,0.04597278425,16.067934651702295,24.012719726562523,0.015160056062500002,0.085919379875,6.476422007143633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-14,24000.8208,26.92453028361005,0.017015881416666667,0.11366399145833334,30.636403304012973,27.443736012776714,0.014990118166666665,0.03861083584583334,18.944380493367472,23.69699122111005,0.013950613208333332,0.07256221783333333,8.075396773078474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-15,22211.5909,27.470535532633487,0.016858180958333333,0.0467883746375,30.458772732499607,28.08251469930015,0.0159211958125,0.07845242816666667,17.9473687708818,24.772293345133487,0.015863657541666666,0.131398518125,6.757293758931893,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-16,22031.0691,27.355798339843773,0.016524993916666664,0.035305341145833335,26.40932354468454,28.248376464843773,0.015254699750000001,0.022033929779166666,15.158788302931555,24.825524902343773,0.015062216333333335,0.0944671635,6.099188109645671,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-17,21332.9725,27.82287750244143,0.017001549375,0.014740864454166667,18.818493663685526,28.57906239827476,0.015015363625,0.03674217560583334,8.652397248337246,25.14839833577476,0.014841158958333335,0.024713436800000002,3.711540195531961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-18,24915.933,27.84779256184898,0.016738206291666665,0.020884354916666667,17.60231472850168,28.541802978515648,0.015210738,0.016808827787499998,6.220718556775751,25.487115478515648,0.014999658020833334,0.0298530259125,3.4329173042879186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-19,26912.1088,27.23005574544273,0.015725486729166665,0.060352325125,21.566808794414353,27.745355224609398,0.0146982205,0.044332663375,11.660794040811835,24.82966512044273,0.014465682958333332,0.078469912125,5.384351877275342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,27469.549899999998,27.204703267415386,0.0156346846875,0.035222848041666664,21.567728567031068,27.714794413248722,0.015055009833333334,0.055262565958333336,11.768087130593058,24.845979309082054,0.015164682312499999,0.11312548358333334,4.185969815415739,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-21,24635.2158,27.385957336425804,0.01596171672916667,0.041179060999999996,22.03364759862472,27.793509419759136,0.014871825791666666,0.0370589892375,12.173752442068109,24.609590148925804,0.014319171604166667,0.06414794941666667,5.297473133347502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-22,23200.7936,27.70602442423505,0.016891244333333333,0.021661122625,24.21486299929914,28.49899317423505,0.015232327979166667,0.0171663762125,13.512368210846516,24.878224945068382,0.01453090025,0.062619924875,5.680049597555096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-23,27764.0268,27.548326110839866,0.016355742583333333,0.017659187333333333,25.921743009142443,28.313951110839866,0.015189557916666667,0.0245248477625,14.38508854745586,24.9295110066732,0.014577934916666667,0.076037088625,6.095946660522556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-24,27576.839500000002,27.411064402262394,0.016218797375,0.034881304174999996,22.217692432033257,28.096936798095726,0.014770007208333333,0.04531065658333333,9.987206357641822,24.948499298095726,0.014228955937500001,0.06881205220833334,3.8249791050898945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,27475.382700000002,27.406763966878277,0.015370966354166666,0.015364686583333334,17.42207611421821,28.523951466878277,0.014724216395833331,0.04704137662083333,5.806941775287093,25.124211883544945,0.014292519916666668,0.102332433875,3.5922339459851496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-26,28076.6862,27.627024586995464,0.01630526825,0.011645674683333334,14.098215159377263,28.7181704203288,0.0138241255625,0.0065087278875,5.213254641231678,25.3832094828288,0.014728208979166666,0.07318242400000001,3.4026553804655078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,28479.9372,27.850918070475284,0.016761661625,0.021730820270833336,20.080675352922352,28.961269632975284,0.015101314583333332,0.05243269583333333,6.990024053043681,25.604824320475284,0.014798999833333333,0.05768585195833333,2.242282367774285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,26298.1653,27.84698893229169,0.017260818666666667,0.056155204958333337,24.42034521944657,28.718408203125023,0.015826174770833333,0.04375346504166667,12.027290711390973,25.134423828125023,0.015558192208333333,0.08747482283333334,4.94032858686596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,24243.1449,27.501311238606792,0.016652381875,0.040870418525,29.026827406328067,28.094410196940128,0.01620447275,0.04594564429166667,15.208884424586278,25.068043009440128,0.015690442354166667,0.11242739416666665,5.464777856206717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-02,27730.1184,27.425616200764996,0.0156175735,0.04003581401958333,28.405991981626318,27.86441828409833,0.014082316770833334,0.026394387199999998,16.27050027188579,24.619626617431663,0.0133290730625,0.039131264004166666,7.024703300705966,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-03,27694.89,27.249341583251976,0.015299934166666668,0.033812383976666666,28.214844711676367,27.897453562418644,0.014079548895833334,0.028925418666666664,15.93549825108303,24.658846791585308,0.0135082980625,0.06326802545833334,6.769042838171809,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-04,27665.9899,27.901142374674503,0.015874117062500002,0.012848734816666665,22.767214939535066,28.460712687174503,0.013911773020833332,0.011523703758749998,12.695433758494568,25.166767374674503,0.013867268270833332,0.054970423458333334,5.320027203307929,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-05,28493.8514,28.302253977457706,0.016511840791666666,0.011294603225,19.981348118881588,29.30485814412437,0.014704786916666665,0.021370649337500002,9.799004086190733,25.91781387329104,0.014747861083333333,0.055551528791666666,3.7097543791430105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-06,29106.4872,27.873223876953148,0.0163304995,0.02297496791666667,27.400138745176548,28.667169189453148,0.015364268354166667,0.043961524875,13.369208858557192,25.545098876953148,0.015027621145833335,0.09555816679166666,5.8181468886544865,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-07,25996.3324,27.368618265787784,0.015586313270833332,0.028374672,29.251145159202284,28.177212015787784,0.014986293041666666,0.022872924875000002,16.398733206254033,24.776821390787784,0.015163676416666667,0.098112741875,7.006145528433787,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-08,23428.0065,27.21964035034182,0.0158432599375,0.031935056125,30.056874783742654,28.256424204508487,0.014559932041666666,0.009167174575000001,18.758945465329447,24.57152837117515,0.014476008770833333,0.08166758204166667,8.564043916315972,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
