3,0,0,1,115,6,57,1,0,2,1,1,0,3,83,0,23
1,1,0,0,625,16,41,1,0,2,0,1,0,1,85,0,24
2,0,1,0,350,8,49,1,0,2,0,1,0,1,85,0,24
3,0,0,1,200,7,62,1,0,2,0,1,0,1,85,0,24
1,1,0,0,900,13,43,1,0,1,0,1,0,1,82,0,22
2,0,1,0,550,7,43,1,0,1,0,1,0,1,82,0,22
3,0,0,1,220,6,57,1,0,1,0,1,0,1,82,0,22
1,1,0,0,520,16,41,1,0,3,1,0,0,1,86,0,27
2,0,1,0,385,8,49,1,0,3,1,0,0,1,86,0,27
3,0,0,1,120,7,62,1,0,3,1,0,0,1,86,0,27
1,1,0,0,625,13,43,1,0,2,1,0,2,3,84,0,23
2,0,1,0,350,7,43,1,0,2,1,0,2,3,84,0,23
3,0,0,1,200,6,57,1,0,2,1,0,2,3,84,0,23
1,1,0,0,565,13,43,1,0,5,1,1,0,4,84,1,17
2,0,1,0,400,7,43,1,0,5,1,1,0,4,84,1,17
3,0,0,1,130,6,57,1,0,5,1,1,0,4,84,1,17
1,1,0,0,460,13,42,0,0,3,0,1,2,2,83,0,23
2,0,1,0,440,7,43,0,0,3,0,1,2,2,83,0,23
3,0,0,1,130,6,57,0,0,3,0,1,2,2,83,0,23
1,1,0,0,540,13,42,1,2,3,1,0,2,2,83,1,18
2,0,1,0,380,7,43,1,2,3,1,0,2,2,83,1,18
3,0,0,1,120,6,57,1,2,3,1,0,2,2,83,1,18
1,1,0,0,520,16,41,1,1,2,1,0,0,2,85,0,26
2,0,1,0,385,8,49,1,1,2,1,0,0,2,85,0,26
3,0,0,1,120,7,62,1,1,2,1,0,0,2,85,0,26
1,1,0,0,565,13,51,1,0,4,0,1,0,2,80,0,22
2,0,1,0,400,7,36,1,0,4,0,1,0,2,80,0,22
3,0,0,1,130,6,65,1,0,4,0,1,0,2,80,0,22
1,1,0,0,770,13,51,0,2,2,1,0,0,1,84,1,23
2,0,1,0,720,7,36,0,2,2,1,0,0,1,84,1,23
3,0,0,1,365,6,65,0,2,2,1,0,0,1,84,1,23
1,1,0,0,985,17,51,0,0,3,1,0,0,2,84,0,25
2,0,1,0,540,8,53,0,0,3,1,0,0,2,84,0,25
3,0,0,1,305,8,73,0,0,3,1,0,0,2,84,0,25
1,1,0,0,600,17,50,0,0,2,0,0,0,4,83,0,25
2,0,1,0,430,8,53,0,0,2,0,0,0,4,83,0,25
3,0,0,1,130,8,73,0,0,2,0,0,0,4,83,0,25
1,1,0,0,705,17,50,1,0,2,0,0,0,3,82,0,22
2,0,1,0,350,8,53,1,0,2,0,0,0,3,82,0,22
3,0,0,1,175,8,73,1,0,2,0,0,0,3,82,0,22
1,1,0,0,985,14,51,1,0,2,1,1,0,2,82,1,19
2,0,1,0,450,7,47,1,0,2,1,1,0,2,82,1,19
3,0,0,1,305,7,64,1,0,2,1,1,0,2,82,1,19
1,1,0,0,555,17,51,0,0,2,1,0,0,3,81,1,18
2,0,1,0,445,8,53,0,0,2,1,0,0,3,81,1,18
3,0,0,1,310,8,73,0,0,2,1,0,0,3,81,1,18
1,1,0,0,900,17,51,0,0,3,1,1,0,5,85,1,16
2,0,1,0,550,8,53,0,0,3,1,1,0,5,85,1,16
3,0,0,1,220,8,73,0,0,3,1,1,0,5,85,1,16
1,1,0,0,450,13,62,0,0,3,1,1,0,3,85,1,19
2,0,1,0,380,13,73,0,0,3,1,1,0,3,85,1,19
3,0,0,1,120,12,90,0,0,3,1,1,0,3,85,1,19
1,1,0,0,660,17,51,1,0,2,1,0,2,3,84,1,18
2,0,1,0,670,8,53,1,0,2,1,0,2,3,84,1,18
3,0,0,1,385,8,73,1,0,2,1,0,2,3,84,1,18
1,1,0,0,825,14,48,1,0,5,1,0,3,5,78,0,18
2,0,1,0,600,7,44,1,0,5,1,0,3,5,78,0,18
3,0,0,1,215,7,61,1,0,5,1,0,3,5,78,0,18
1,1,0,0,565,14,48,0,0,1,0,1,0,1,85,1,25
2,0,1,0,400,7,44,0,0,1,0,1,0,1,85,1,25
3,0,0,1,130,7,61,0,0,1,0,1,0,1,85,1,25
1,1,0,0,985,14,48,1,0,2,1,0,0,2,81,0,24
2,0,1,0,540,7,44,1,0,2,1,0,0,2,81,0,24
3,0,0,1,305,7,61,1,0,2,1,0,0,2,81,0,24
1,1,0,0,985,14,48,1,0,5,0,1,0,4,83,1,19
2,0,1,0,540,7,44,1,0,5,0,1,0,4,83,1,19
3,0,0,1,305,7,61,1,0,5,0,1,0,4,83,1,19
1,1,0,0,590,14,48,1,0,5,0,1,0,4,83,1,19
2,0,1,0,370,7,44,1,0,5,0,1,0,4,83,1,19
3,0,0,1,110,7,61,1,0,5,0,1,0,4,83,1,19
1,1,0,0,705,14,48,1,0,3,1,1,0,3,81,0,24
2,0,1,0,350,7,44,1,0,3,1,1,0,3,81,0,24
3,0,0,1,175,7,61,1,0,3,1,1,0,3,81,0,24
1,1,0,0,705,14,48,1,0,3,1,1,0,3,81,0,24
2,0,1,0,350,7,44,1,0,3,1,1,0,3,81,0,24
3,0,0,1,175,7,61,1,0,3,1,1,0,3,81,0,24
1,1,0,0,565,14,48,1,0,3,0,1,0,1,84,1,24
2,0,1,0,400,7,44,1,0,3,0,1,0,1,84,1,24
3,0,0,1,130,7,61,1,0,3,0,1,0,1,84,1,24
1,1,0,0,600,14,48,1,0,3,1,1,0,3,80,0,23
2,0,1,0,430,7,44,1,0,3,1,1,0,3,80,0,23
3,0,0,1,130,7,61,1,0,3,1,1,0,3,80,0,23
1,1,0,0,900,14,48,1,0,3,0,1,0,2,82,0,23
2,0,1,0,550,7,44,1,0,3,0,1,0,2,82,0,23
3,0,0,1,220,7,61,1,0,3,0,1,0,2,82,0,23
1,1,0,0,900,14,48,1,0,3,1,0,2,2,85,0,27
2,0,1,0,550,7,44,1,0,3,1,0,2,2,85,0,27
3,0,0,1,220,7,61,1,0,3,1,0,2,2,85,0,27
1,1,0,0,520,14,52,0,0,2,1,1,0,2,85,1,24
2,0,1,0,385,11,29,0,0,2,1,1,0,2,85,1,24
3,0,0,1,120,7,77,0,0,2,1,1,0,2,85,1,24
1,1,0,0,520,14,48,1,0,3,1,1,0,1,79,1,16
2,0,1,0,385,7,44,1,0,3,1,1,0,1,79,1,16
3,0,0,1,120,7,61,1,0,3,1,1,0,1,79,1,16
1,1,0,0,540,14,48,1,0,2,1,1,0,3,80,0,25
2,0,1,0,380,7,44,1,0,2,1,1,0,3,80,0,25
3,0,0,1,120,7,61,1,0,2,1,1,0,3,80,0,25
1,1,0,0,985,14,48,0,0,2,0,1,0,2,79,1,17
2,0,1,0,540,7,44,0,0,2,0,1,0,2,79,1,17
3,0,0,1,305,7,61,0,0,2,0,1,0,2,79,1,17
1,1,0,0,520,14,48,1,0,2,0,1,0,1,85,1,23
2,0,1,0,385,7,44,1,0,2,0,1,0,1,85,1,23
3,0,0,1,120,7,61,1,0,2,0,1,0,1,85,1,23
1,1,0,0,985,17,45,0,1,2,1,0,0,5,85,0,25
2,0,1,0,540,8,50,0,1,2,1,0,0,5,85,0,25
3,0,0,1,305,8,67,0,1,2,1,0,0,5,85,0,25
1,1,0,0,430,14,48,0,0,2,1,1,0,1,80,1,22
2,0,1,0,335,7,44,0,0,2,1,1,0,1,80,1,22
3,0,0,1,220,7,61,0,0,2,1,1,0,1,80,1,22
1,1,0,0,520,17,45,0,0,3,1,1,0,2,78,1,15
2,0,1,0,385,8,50,0,0,3,1,1,0,2,78,1,15
3,0,0,1,120,8,67,0,0,3,1,1,0,2,78,1,15
1,1,0,0,880,14,48,1,0,3,0,1,0,3,86,0,27
2,0,1,0,805,7,44,1,0,3,0,1,0,3,86,0,27
3,0,0,1,340,7,61,1,0,3,0,1,0,3,86,0,27
1,1,0,0,590,14,48,1,0,3,0,1,0,3,86,0,27
2,0,1,0,325,7,44,1,0,3,0,1,0,3,86,0,27
3,0,0,1,200,7,61,1,0,3,0,1,0,3,86,0,27
1,1,0,0,565,17,45,0,0,3,1,1,0,1,71,0,23
2,0,1,0,400,8,50,0,0,3,1,1,0,1,71,0,23
3,0,0,1,130,8,67,0,0,3,1,1,0,1,71,0,23
1,1,0,0,660,14,48,0,0,2,0,1,0,2,80,0,25
2,0,1,0,670,7,44,0,0,2,0,1,0,2,80,0,25
3,0,0,1,385,7,61,0,0,2,0,1,0,2,80,0,25
1,1,0,0,985,14,48,0,0,1,1,0,0,1,79,0,23
2,0,1,0,540,7,44,0,0,1,1,0,0,1,79,0,23
3,0,0,1,305,7,61,0,0,1,1,0,0,1,79,0,23
1,1,0,0,565,14,48,1,0,3,1,1,0,1,82,1,18
2,0,1,0,400,7,44,1,0,3,1,1,0,1,82,1,18
3,0,0,1,130,7,61,1,0,3,1,1,0,1,82,1,18
1,1,0,0,825,14,48,0,0,4,1,1,0,4,84,0,23
2,0,1,0,600,7,44,0,0,4,1,1,0,4,84,0,23
3,0,0,1,215,7,61,0,0,4,1,1,0,4,84,0,23
1,1,0,0,825,14,48,1,0,4,1,1,0,3,86,1,19
2,0,1,0,600,7,44,1,0,4,1,1,0,3,86,1,19
3,0,0,1,215,7,61,1,0,4,1,1,0,3,86,1,19
1,1,0,0,880,14,48,1,0,3,0,1,0,2,84,0,22
2,0,1,0,805,7,44,1,0,3,0,1,0,2,84,0,22
3,0,0,1,340,7,61,1,0,3,0,1,0,2,84,0,22
1,1,0,0,565,17,45,1,0,3,0,1,0,2,81,1,18
2,0,1,0,400,8,50,1,0,3,0,1,0,2,81,1,18
3,0,0,1,130,8,67,1,0,3,0,1,0,2,81,1,18
1,1,0,0,450,14,48,1,0,3,0,0,0,1,81,0,23
2,0,1,0,380,7,44,1,0,3,0,0,0,1,81,0,23
3,0,0,1,120,7,61,1,0,3,0,0,0,1,81,0,23
1,1,0,0,520,14,48,1,0,3,1,0,0,3,82,0,23
2,0,1,0,385,7,44,1,0,3,1,0,0,3,82,0,23
3,0,0,1,120,7,61,1,0,3,1,0,0,3,82,0,23
1,1,0,0,660,14,48,1,0,3,0,1,0,1,81,0,23
2,0,1,0,670,7,44,1,0,3,0,1,0,1,81,0,23
3,0,0,1,385,7,61,1,0,3,0,1,0,1,81,0,23
1,1,0,0,705,14,48,1,1,3,1,0,0,2,86,0,25
2,0,1,0,350,7,44,1,1,3,1,0,0,2,86,0,25
3,0,0,1,175,7,61,1,1,3,1,0,0,2,86,0,25
1,1,0,0,985,15,62,1,0,3,0,1,0,2,84,0,27
2,0,1,0,540,3,37,1,0,3,0,1,0,2,84,0,27
3,0,0,1,305,1,46,1,0,3,0,1,0,2,84,0,27
1,1,0,0,565,17,45,1,1,2,0,0,0,1,81,1,18
2,0,1,0,400,8,50,1,1,2,0,0,0,1,81,1,18
3,0,0,1,130,8,67,1,1,2,0,0,0,1,81,1,18
1,1,0,0,770,23,85,0,0,5,1,1,0,3,86,1,17
2,0,1,0,720,10,67,0,0,5,1,1,0,3,86,1,17
3,0,0,1,365,5,71,0,0,5,1,1,0,3,86,1,17
1,1,0,0,455,14,48,1,0,2,1,1,0,2,84,1,18
2,0,1,0,370,7,44,1,0,2,1,1,0,2,84,1,18
3,0,0,1,255,7,61,1,0,2,1,1,0,2,84,1,18
1,1,0,0,460,14,48,1,0,2,1,1,0,2,80,0,24
2,0,1,0,440,7,44,1,0,2,1,1,0,2,80,0,24
3,0,0,1,130,7,61,1,0,2,1,1,0,2,80,0,24
1,1,0,0,505,23,85,1,3,3,0,0,0,2,83,0,24
2,0,1,0,400,10,67,1,3,3,0,0,0,2,83,0,24
3,0,0,1,290,5,71,1,3,3,0,0,0,2,83,0,24
1,1,0,0,505,14,48,1,0,2,1,1,0,1,84,0,25
2,0,1,0,400,7,44,1,0,2,1,1,0,1,84,0,25
3,0,0,1,290,7,61,1,0,2,1,1,0,1,84,0,25
1,1,0,0,520,13,43,1,0,4,1,0,1,4,73,0,23
2,0,1,0,385,7,43,1,0,4,1,0,1,4,73,0,23
3,0,0,1,120,6,57,1,0,4,1,0,1,4,73,0,23
1,1,0,0,705,13,43,0,0,2,0,0,0,1,82,0,25
2,0,1,0,350,7,43,0,0,2,0,0,0,1,82,0,25
3,0,0,1,175,6,57,0,0,2,0,0,0,1,82,0,25
1,1,0,0,625,13,43,1,0,5,1,0,4,3,80,1,17
2,0,1,0,350,7,43,1,0,5,1,0,4,3,80,1,17
3,0,0,1,200,6,57,1,0,5,1,0,4,3,80,1,17
1,1,0,0,615,13,43,1,0,3,1,0,0,1,78,1,16
2,0,1,0,375,7,43,1,0,3,1,0,0,1,78,1,16
3,0,0,1,115,6,57,1,0,3,1,0,0,1,78,1,16
1,1,0,0,985,13,43,1,1,3,0,0,0,2,85,0,25
2,0,1,0,540,7,43,1,1,3,0,0,0,2,85,0,25
3,0,0,1,305,6,57,1,1,3,0,0,0,2,85,0,25
1,1,0,0,620,13,43,1,0,1,1,0,1,3,83,1,17
2,0,1,0,405,7,43,1,0,1,1,0,1,3,83,1,17
3,0,0,1,120,6,57,1,0,1,1,0,1,3,83,1,17
1,1,0,0,565,18,76,1,0,2,0,1,0,1,79,0,23
2,0,1,0,400,10,80,1,0,2,0,1,0,1,79,0,23
3,0,0,1,130,2,83,1,0,2,0,1,0,1,79,0,23
1,1,0,0,615,13,43,1,0,3,1,1,0,3,83,0,23
2,0,1,0,375,7,43,1,0,3,1,1,0,3,83,0,23
3,0,0,1,115,6,57,1,0,3,1,1,0,3,83,0,23
1,1,0,0,520,13,43,1,1,3,1,0,0,4,85,0,26
2,0,1,0,385,7,43,1,1,3,1,0,0,4,85,0,26
3,0,0,1,120,6,57,1,1,3,1,0,0,4,85,0,26
1,1,0,0,615,12,54,1,0,2,1,1,0,2,83,0,25
2,0,1,0,375,13,69,1,0,2,1,1,0,2,83,0,25
3,0,0,1,115,11,82,1,0,2,1,1,0,2,83,0,25
1,1,0,0,520,13,43,0,0,3,1,1,0,2,78,1,16
2,0,1,0,385,7,43,0,0,3,1,1,0,2,78,1,16
3,0,0,1,120,6,57,0,0,3,1,1,0,2,78,1,16
1,1,0,0,705,13,43,1,1,4,1,0,2,1,75,1,16
2,0,1,0,350,7,43,1,1,4,1,0,2,1,75,1,16
3,0,0,1,175,6,57,1,1,4,1,0,2,1,75,1,16
1,1,0,0,900,13,43,1,0,2,1,1,0,1,85,0,25
2,0,1,0,550,7,43,1,0,2,1,1,0,1,85,0,25
3,0,0,1,220,6,57,1,0,2,1,1,0,1,85,0,25
1,1,0,0,880,13,43,0,0,1,1,1,0,1,81,0,23
2,0,1,0,805,7,43,0,0,1,1,1,0,1,81,0,23
3,0,0,1,430,6,57,0,0,1,1,1,0,1,81,0,23
1,1,0,0,770,13,51,0,0,2,1,0,1,1,84,1,21
2,0,1,0,720,7,36,0,0,2,1,0,1,1,84,1,21
3,0,0,1,365,6,65,0,0,2,1,0,1,1,84,1,21
1,1,0,0,520,13,51,0,0,5,0,0,2,2,86,1,20
2,0,1,0,385,7,36,0,0,5,0,0,2,2,86,1,20
3,0,0,1,120,6,65,0,0,5,0,0,2,2,86,1,20
1,1,0,0,880,22,89,0,0,5,0,1,1,2,83,1,20
2,0,1,0,805,10,58,0,0,5,0,1,1,2,83,1,20
3,0,0,1,430,4,75,0,0,5,0,1,1,2,83,1,20
1,1,0,0,595,13,51,1,0,4,1,0,0,3,85,1,17
2,0,1,0,515,7,36,1,0,4,1,0,0,3,85,1,17
3,0,0,1,340,6,65,1,0,4,1,0,0,3,85,1,17
1,1,0,0,565,13,51,1,0,2,1,0,0,1,84,1,23
2,0,1,0,400,7,36,1,0,2,1,0,0,1,84,1,23
3,0,0,1,130,6,65,1,0,2,1,0,0,1,84,1,23
1,1,0,0,900,16,49,0,0,2,0,0,0,1,86,1,23
2,0,1,0,550,8,42,0,0,2,0,0,0,1,86,1,23
3,0,0,1,220,7,71,0,0,2,0,0,0,1,86,1,23
1,1,0,0,520,13,51,1,1,2,1,0,1,2,85,1,24
2,0,1,0,385,7,36,1,1,2,1,0,1,2,85,1,24
3,0,0,1,120,6,65,1,1,2,1,0,1,2,85,1,24
1,1,0,0,705,13,51,1,0,3,1,0,1,3,86,1,17
2,0,1,0,350,7,36,1,0,3,1,0,1,3,86,1,17
3,0,0,1,175,6,65,1,0,3,1,0,1,3,86,1,17
1,1,0,0,880,13,51,0,1,2,1,0,0,2,85,1,17
2,0,1,0,805,7,36,0,1,2,1,0,0,2,85,1,17
3,0,0,1,430,6,65,0,1,2,1,0,0,2,85,1,17
1,1,0,0,660,16,49,0,1,2,0,0,0,1,82,1,16
2,0,1,0,670,8,42,0,1,2,0,0,0,1,82,1,16
3,0,0,1,385,7,71,0,1,2,0,0,0,1,82,1,16
1,1,0,0,660,13,51,0,1,2,1,0,0,1,82,1,16
2,0,1,0,670,7,36,0,1,2,1,0,0,1,82,1,16
3,0,0,1,385,6,65,0,1,2,1,0,0,1,82,1,16
1,1,0,0,635,13,51,1,1,2,1,1,0,2,80,0,22
2,0,1,0,375,7,36,1,1,2,1,1,0,2,80,0,22
3,0,0,1,120,6,65,1,1,2,1,1,0,2,80,0,22
1,1,0,0,660,13,51,1,2,2,1,0,1,3,83,0,24
2,0,1,0,670,7,36,1,2,2,1,0,1,3,83,0,24
3,0,0,1,385,6,65,1,2,2,1,0,1,3,83,0,24
1,1,0,0,985,16,49,1,0,2,0,0,0,1,70,0,23
2,0,1,0,540,8,42,1,0,2,0,0,0,1,70,0,23
3,0,0,1,305,7,71,1,0,2,0,0,0,1,70,0,23
1,1,0,0,590,13,51,1,0,2,1,1,0,1,80,1,18
2,0,1,0,325,7,36,1,0,2,1,1,0,1,80,1,18
3,0,0,1,200,6,65,1,0,2,1,1,0,1,80,1,18
1,1,0,0,520,13,51,1,0,3,1,0,2,1,80,1,18
2,0,1,0,385,7,36,1,0,3,1,0,2,1,80,1,18
3,0,0,1,120,6,65,1,0,3,1,0,2,1,80,1,18
1,1,0,0,620,22,89,1,0,3,1,0,2,5,83,1,16
2,0,1,0,405,10,58,1,0,3,1,0,2,5,83,1,16
3,0,0,1,120,4,75,1,0,3,1,0,2,5,83,1,16
1,1,0,0,590,13,51,1,0,3,0,1,0,1,84,0,26
2,0,1,0,370,7,36,1,0,3,0,1,0,1,84,0,26
3,0,0,1,110,6,65,1,0,3,0,1,0,1,84,0,26
1,1,0,0,660,13,51,1,1,3,1,0,0,2,81,1,20
2,0,1,0,670,7,36,1,1,3,1,0,0,2,81,1,20
3,0,0,1,385,6,65,1,1,3,1,0,0,2,81,1,20
1,1,0,0,555,16,49,1,0,2,0,0,0,1,84,1,23
2,0,1,0,445,8,42,1,0,2,0,0,0,1,84,1,23
3,0,0,1,310,7,71,1,0,2,0,0,0,1,84,1,23
1,1,0,0,520,13,51,0,0,2,1,1,0,2,85,0,24
2,0,1,0,385,7,36,0,0,2,1,1,0,2,85,0,24
3,0,0,1,120,6,65,0,0,2,1,1,0,2,85,0,24
1,1,0,0,880,13,51,1,0,2,0,1,0,1,85,0,24
2,0,1,0,805,7,36,1,0,2,0,1,0,1,85,0,24
3,0,0,1,430,6,65,1,0,2,0,1,0,1,85,0,24
1,1,0,0,985,13,51,1,0,2,0,1,0,1,73,1,16
2,0,1,0,540,7,36,1,0,2,0,1,0,1,73,1,16
3,0,0,1,305,6,65,1,0,2,0,1,0,1,73,1,16
1,1,0,0,625,22,89,1,0,2,0,0,0,2,84,1,18
2,0,1,0,350,10,58,1,0,2,0,0,0,2,84,1,18
3,0,0,1,200,4,75,1,0,2,0,0,0,2,84,1,18
1,1,0,0,625,22,89,0,0,3,0,1,0,1,85,0,26
2,0,1,0,350,10,58,0,0,3,0,1,0,1,85,0,26
3,0,0,1,200,4,75,0,0,3,0,1,0,1,85,0,26
1,1,0,0,900,22,89,1,0,1,0,1,0,1,81,1,18
2,0,1,0,550,10,58,1,0,1,0,1,0,1,81,1,18
3,0,0,1,220,4,75,1,0,1,0,1,0,1,81,1,18
1,1,0,0,770,13,51,1,0,2,1,0,0,1,84,1,23
2,0,1,0,720,7,36,1,0,2,1,0,0,1,84,1,23
3,0,0,1,365,6,65,1,0,2,1,0,0,1,84,1,23
1,1,0,0,985,13,51,1,1,2,1,0,0,1,86,0,27
2,0,1,0,540,7,36,1,1,2,1,0,0,1,86,0,27
3,0,0,1,305,6,65,1,1,2,1,0,0,1,86,0,27
1,1,0,0,520,16,49,1,0,2,0,1,0,1,82,1,19
2,0,1,0,385,8,42,1,0,2,0,1,0,1,82,1,19
3,0,0,1,120,7,71,1,0,2,0,1,0,1,82,1,19
1,1,0,0,565,16,49,1,0,3,1,1,0,2,86,0,24
2,0,1,0,400,8,42,1,0,3,1,1,0,2,86,0,24
3,0,0,1,130,7,71,1,0,3,1,1,0,2,86,0,24
1,1,0,0,985,22,89,0,0,3,1,1,0,3,67,1,16
2,0,1,0,540,10,58,0,0,3,1,1,0,3,67,1,16
3,0,0,1,305,4,75,0,0,3,1,1,0,3,67,1,16
1,1,0,0,540,13,51,0,0,3,1,0,1,1,82,1,18
2,0,1,0,380,7,36,0,0,3,1,0,1,1,82,1,18
3,0,0,1,120,6,65,0,0,3,1,0,1,1,82,1,18
1,1,0,0,565,16,49,1,0,3,0,1,1,2,84,0,24
2,0,1,0,400,8,42,1,0,3,0,1,1,2,84,0,24
3,0,0,1,130,7,71,1,0,3,0,1,1,2,84,0,24
1,1,0,0,985,22,89,1,0,2,0,1,0,1,82,1,17
2,0,1,0,540,10,58,1,0,2,0,1,0,1,82,1,17
3,0,0,1,305,4,75,1,0,2,0,1,0,1,82,1,17
1,1,0,0,595,13,51,1,0,5,0,0,0,2,86,1,23
2,0,1,0,515,7,36,1,0,5,0,0,0,2,86,1,23
3,0,0,1,340,6,65,1,0,5,0,0,0,2,86,1,23
1,1,0,0,705,13,51,1,0,2,0,1,0,1,82,0,24
2,0,1,0,350,7,36,1,0,2,0,1,0,1,82,0,24
3,0,0,1,175,6,65,1,0,2,0,1,0,1,82,0,24
1,1,0,0,635,16,49,0,0,5,0,1,0,1,70,1,15
2,0,1,0,375,8,42,0,0,5,0,1,0,1,70,1,15
3,0,0,1,120,7,71,0,0,5,0,1,0,1,70,1,15
1,1,0,0,520,17,51,1,2,3,0,1,0,2,85,0,24
2,0,1,0,385,8,53,1,2,3,0,1,0,2,85,0,24
3,0,0,1,120,8,73,1,2,3,0,1,0,2,85,0,24
1,1,0,0,520,14,51,1,0,1,0,1,0,1,84,1,24
2,0,1,0,385,7,47,1,0,1,0,1,0,1,84,1,24
3,0,0,1,120,7,64,1,0,1,0,1,0,1,84,1,24
1,1,0,0,620,14,51,1,0,2,0,1,0,4,81,0,23
2,0,1,0,405,7,47,1,0,2,0,1,0,4,81,0,23
3,0,0,1,120,7,64,1,0,2,0,1,0,4,81,0,23
1,1,0,0,430,14,51,0,0,5,0,1,0,3,82,1,16
2,0,1,0,335,7,47,0,0,5,0,1,0,3,82,1,16
3,0,0,1,220,7,64,0,0,5,0,1,0,3,82,1,16
1,1,0,0,615,14,51,1,0,2,1,0,0,2,83,0,23
2,0,1,0,375,7,47,1,0,2,1,0,0,2,83,0,23
3,0,0,1,115,7,64,1,0,2,1,0,0,2,83,0,23
1,1,0,0,565,17,51,1,0,2,0,1,0,3,84,0,25
2,0,1,0,400,8,53,1,0,2,0,1,0,3,84,0,25
3,0,0,1,130,8,73,1,0,2,0,1,0,3,84,0,25
1,1,0,0,520,14,51,1,0,3,0,0,0,1,72,0,21
2,0,1,0,385,7,47,1,0,3,0,0,0,1,72,0,21
3,0,0,1,120,7,64,1,0,3,0,0,0,1,72,0,21
1,1,0,0,625,14,54,0,0,4,1,0,2,3,80,1,17
2,0,1,0,350,11,32,0,0,4,1,0,2,3,80,1,17
3,0,0,1,200,7,80,0,0,4,1,0,2,3,80,1,17
1,1,0,0,880,14,51,0,1,3,1,0,0,2,85,1,19
2,0,1,0,805,7,47,0,1,3,1,0,0,2,85,1,19
3,0,0,1,430,7,64,0,1,3,1,0,0,2,85,1,19
1,1,0,0,880,17,51,0,1,2,0,0,0,2,85,1,19
2,0,1,0,805,8,53,0,1,2,0,0,0,2,85,1,19
3,0,0,1,430,8,73,0,1,2,0,0,0,2,85,1,19
1,1,0,0,825,17,51,1,0,2,1,1,0,3,80,0,23
2,0,1,0,600,8,53,1,0,2,1,1,0,3,80,0,23
3,0,0,1,215,8,73,1,0,2,1,1,0,3,80,0,23
1,1,0,0,520,14,51,0,0,3,0,1,0,1,76,0,24
2,0,1,0,385,7,47,0,0,3,0,1,0,1,76,0,24
3,0,0,1,120,7,64,0,0,3,0,1,0,1,76,0,24
1,1,0,0,520,23,85,0,0,2,0,1,0,2,83,0,25
2,0,1,0,385,10,67,0,0,2,0,1,0,2,83,0,25
3,0,0,1,120,5,71,0,0,2,0,1,0,2,83,0,25
